Comissão,Data,Hora,Reunião,Texto,Tipo
Comissão Especial  -  Segurança Pública,01/10/1997,*,790/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=01/10/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=790/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=01/10/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,30/09/1997,*,0773/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=30/09/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0773/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=30/09/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,24/09/1997,*,0759/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=24/09/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0759/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=24/09/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,23/09/1997,*,0734/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=23/09/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0734/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=23/09/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,17/09/1997,*,0729/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=17/09/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0729/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=17/09/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,16/09/1997,*,0710/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=16/09/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0710/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=16/09/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,11/09/1997,*,731/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado - Externa&dtReuniao=11/09/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=731/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=11/09/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado - Externa
Comissão Especial  -  Segurança Pública,10/09/1997,*,0703/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=10/09/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0703/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=10/09/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,09/09/1997,*,0682/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=09/09/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0682/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=09/09/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,03/09/1997,*,661/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=03/09/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=661/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=03/09/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,02/09/1997,*,0641/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=02/09/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0641/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=02/09/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,27/08/1997,*,0628/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=27/08/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0628/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=27/08/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,26/08/1997,*,0609/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=26/08/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0609/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=26/08/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,19/08/1997,*,583/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=19/08/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=583/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=19/08/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,12/08/1997,*,545/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=Reunião Ordinária&dtReuniao=12/08/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=545/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=12/08/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão de Constituição e Justiça e de Redação,16/07/1997,*,505/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=Reunião Ordinária&dtReuniao=16/07/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=505/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=16/07/1997&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Conjunta - Constituição e Justiça  / Direitos Humanos,24/06/1997,*,0462/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Conjunta - Constituição e Justiça  / Direitos Humanos&tpReuniaoEvento=Seminário&dtReuniao=24/06/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0462/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=24/06/1997&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Seminário
Comissão de Relações Exteriores e de Defesa Nacional,04/06/1997,*,0377/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=04/06/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0377/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=04/06/1997&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Minas e Energia,09/04/1997,*,177/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Minas e Energia&tpReuniaoEvento=Debates&dtReuniao=09/04/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=177/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=09/04/1997&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Debates
Comissão Externa - Vale do Rio Doce,29/01/1997,*,0036/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Externa - Vale do Rio Doce&tpReuniaoEvento=Reunião Ordinária&dtReuniao=29/01/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0036/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=29/01/1997&txApelido=&txFaseSessao=&txTipoSessao=Externa&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,28/11/1996,*,0865/96,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Seminário&dtReuniao=28/11/1996&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0865/96&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=28/11/1996&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Seminário
Comissão de Relações Exteriores e de Defesa Nacional,28/11/1996,*,0863/96,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Seminário&dtReuniao=28/11/1996&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0863/96&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=28/11/1996&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Seminário
Comissão Especial - PEC 338-A/96 - Regime Constitucional dos Militares,30/10/1996,*,0790/96,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC 338-A/96 - Regime Constitucional dos Militares&tpReuniaoEvento=Reunião Ordinária&dtReuniao=30/10/1996&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0790/96&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=30/10/1996&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão Especial - PEC 338-A/96 - Regime Constitucional dos Militares,29/10/1996,*,0770/96,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC 338-A/96 - Regime Constitucional dos Militares&tpReuniaoEvento=Reunião Ordinária&dtReuniao=29/10/1996&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0770/96&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=29/10/1996&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão Especial - PEC 173-A/95 - Reforma Administrativa,23/10/1996,*,0760/96,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC 173-A/95 - Reforma Administrativa&tpReuniaoEvento=Reunião Ordinária&dtReuniao=23/10/1996&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0760/96&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=23/10/1996&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão Especial - PEC 173-A/95 - Reforma Administrativa,16/10/1996,*,0729/96,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC 173-A/95 - Reforma Administrativa&tpReuniaoEvento=Reunião Ordinária&dtReuniao=16/10/1996&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0729/96&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=16/10/1996&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,Reunião Ordinária
"Comissão de Defesa do Consumidor, Meio Ambiente e Minorias",19/06/1996,*,0496/96,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Defesa do Consumidor, Meio Ambiente e Minorias&tpReuniaoEvento=AP c/ Convidado&dtReuniao=19/06/1996&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0496/96&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=19/06/1996&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=",AP c/ Convidado
Comissão de Direitos Humanos,24/04/1996,*,0267/96,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Direitos Humanos&tpReuniaoEvento=AP c/ Convidado&dtReuniao=24/04/1996&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0267/96&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=24/04/1996&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,AP c/ Convidado
